DOI,PREFIX,ISSN,type,publisher,title,date,reference-count,alt title,score
10.31149/ijie.v3i1.261,10.31149,2620-3502,journal-article,Research Parks Publishing,International Journal on Integrated Education,2020/2/10,0,Information technologies in the learning process,3.8240283
10.22224/gistbok/2020.1.6,10.22224,2577-2848,journal-article,University Consortium for Geographic Information Science (UCGIS),Geographic Information Science & Technology Body of Knowledge,2020/2/10,0,Map Icon Design,4.4303546
10.22224/gistbok/2020.1.5,10.22224,2577-2848,journal-article,University Consortium for Geographic Information Science (UCGIS),Geographic Information Science & Technology Body of Knowledge,2020/2/10,0,Multivariate Mapping,4.4303546
10.35940/ijrte.e5630.018520,10.35940,2277-3878,journal-article,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,International Journal of Recent Technology and Engineering,2020/2/11,0,Critical Challenges to Information Security & Guidelines to use Responsive Service Now Plat-form,3.8240283
10.29322/ijsrp.10.01.2020.p9705,10.29322,2250-3153,journal-article,International Journal of Scientific and Research Publications (IJSRP),International Journal of Scientific and Research Publications (IJSRP),2020/2/11,0,Factors Influence on Usage of Information Systems in Small and Medium Sized Enterprises in Ambagamuwa Secretariat Division in Sri Lanka,3.8240283
10.35940/ijrte.d7567.018520,10.35940,2277-3878,journal-article,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,International Journal of Recent Technology and Engineering,2020/2/11,0,Spatial Information System Architecture for the Geographic Information System,5.938682
10.32628/cseit195672,10.32628,2456-3307,journal-article,Technoscience Academy,"International Journal of Scientific Research in Computer Science, Engineering and Information Technology",2020/2/11,14,Analysis of Matric Product Matching Between Cosine Similarity with Term Frequency-Inverse Document Frequency (TF-IDF) and Word2Vec in PT. Pricebook Digital Indonesia,3.0544772
10.31166/voprosyistorii202001statyi14,10.31166,0042-8779,journal-article,OOO Zhurnal Voprosy Istorii,"OOO ""Zhurnal ""Voprosy Istorii""",2020/2/11,0,About the issue of dual capital of Caucasian Albania in the early medieval periods (on the basis of source information and historical-archeological investigations),3.0544772
10.35940/ijrte.e6442.018520,10.35940,2277-3878,journal-article,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,International Journal of Recent Technology and Engineering,2020/2/12,0,Utilizing Information and Communication Technology (ICT) Based Learning over Traditional Learning,4.4303546
10.35940/ijrte.e6252.018520,10.35940,2277-3878,journal-article,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,International Journal of Recent Technology and Engineering,2020/2/12,0,Development MEIS (Military Education Information System): HRIS (Human Resources Information System) Integration for Competence and Placement of Personnel Positions,5.3682075
10.35940/ijrte.e6697.018520,10.35940,2277-3878,journal-article,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,International Journal of Recent Technology and Engineering,2020/2/12,0,Information and Communication Technology in Teaching and Learning: Perspectives on E-Learning at Higher Education Level,3.8240283
10.35940/ijrte.e6698.018520,10.35940,2277-3878,journal-article,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,International Journal of Recent Technology and Engineering,2020/2/12,0,Secure and Multi Copy Dynamic Information Possession in Cloud System,4.4303546
10.35940/ijrte.e6750.018520,10.35940,2277-3878,journal-article,Blue Eyes Intelligence Engineering and Sciences Engineering and Sciences Publication - BEIESP,International Journal of Recent Technology and Engineering,2020/2/12,0,Mutual Information Based Framework of Quality Parameter Formulation for Similarity Index between Two Musical Notes,3.8240283
10.1007/978-3-030-36721-3_11,10.1007,2365-5674,book-chapter,Springer International Publishing,Deep Learning Architectures,2020/2/13,0,Information Representation,4.4303546
10.1007/978-3-030-36721-3_12,10.1007,2365-5674,book-chapter,Springer International Publishing,Deep Learning Architectures,2020/2/13,0,Information Capacity Assessment,4.4303546
10.1093/jaoac/75.1.29a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/73.2.37a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/75.3.58a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/73.4.84a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/75.6.174a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/73.3.66a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/73.5.125a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/75.2.36a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/75.4.73a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/75.5.123a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/73.6.159a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/75.1.15a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/79.2.33a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/79.3.54a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/79.1.1,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Challenges for the Analytical Chemist in Information Sciences,4.4303546
10.1093/jaoac/79.6.107a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/79.5.89a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/79.1.9a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/81.2.23a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For your information,4.8986945
10.1093/jaoac/77.6.197a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/77.3.774,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Automated Analysis with Computerized Information Transfer in a University Hospital,4.4303546
10.1093/jaoac/78.2.41a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/81.1.328,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/81.1.9a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/81.5.88a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/81.4.63a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/81.6.108a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/77.3.782,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Information Technology/Laboratory Information Management Systems: Problems of Regulatory Compliance,5.938682
10.1093/jaoac/77.3.58a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/81.4.74a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/77.4.110a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/77.5.149a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/79.4.69a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/81.3.39a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/77.1.15a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/77.2.338,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Optimization of a Liquid Chromatographic Method Based on Information Theory: Application of the Method to Dissolution Testing,3.8240283
10.1093/jaoac/77.2.41a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/81.5.85a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/81.6.103a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/82.1.10a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/82.1.7a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/82.3.39a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/82.3.50a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/82.4.59a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/82.4.69a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/78.5.109a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/82.2.30a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/78.3.69a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/78.1.9a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/82.6.111a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/82.6.106a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/82.5.79a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/74.5.143a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/74.4.75a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/74.6.170a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/78.4.85a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/74.3.56a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/74.1.13a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/74.1.23a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/78.6.175a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/76.2.39a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/74.6.1043,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/74.2.39a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/82.2.21a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/82.5.93a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/76.2.27a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/76.1.13a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/76.4.101a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/76.3.49a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/76.5.117a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/76.4.944,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/76.6.168a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/71.5.125a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/71.4.107a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,"Information for Subscribers, Contributors, and Advertisers",4.8986945
10.1093/jaoac/71.4.74a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/71.1.22a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,"Information for Subscribers, Contributors, and Advertisers",4.8986945
10.1093/jaoac/71.2.36a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/71.6.154a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,"Information for subscribers, contributors, and advertisers",4.8986945
10.1093/jaoac/76.5.1162,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/71.3.68a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,"Information for Subscribers, Contributors, and Advertisers",4.8986945
10.1093/jaoac/71.1.13a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/71.3.62a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/76.6.1432,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,Journal Information,5.2595572
10.1093/jaoac/71.5.130a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,"Information For Subscribers, Contributors, And Advertisers",4.8986945
10.1093/jaoac/71.2.45a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,"Information For Subscribers, Contributors, and Advertisers",4.8986945
10.1093/jaoac/71.6.148a,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,for your information,5.2595572
10.22251/jlcci.2020.20.1.53,10.22251,1598-2106,journal-article,Korean Association For Learner-Centered Curriculum And Instruction,Korean Association For Learner-Centered Curriculum And Instruction,2020/2/14,0,An Analysis on Influence of Epistemological Belief and Information Literacy on Academic Achievement,10.683413
10.1093/jaoac/80.6.121a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/80.5.99a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/80.2.29a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/80.3.49a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/80.4.75a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.12681/cicms.2758,10.12681,2654-1866,journal-article,National Documentation Centre (EKT),"International Conference on Cultural Informatics, Communication & Media Studies",2020/2/25,0,Interactive multimedia information for digital Anatomy Museum,3.8240283
10.1093/jaoac/80.1.9a,10.1093,1060-3271,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.32493/eduka.v4i2.3848,10.32493,2502-5406,journal-article,Universitas Pamulang,"EDUKA : Jurnal Pendidikan, Hukum, Dan Bisnis",2020/2/14,0,FAKTOR-FAKTOR YANG MEMPENGARUHI FINANCIAL LITERACY (Studi Pada Mahasiswa Prodi Pendidikan Ekonomi Universitas Pamulang),6.859384
10.32839/2304-5809/2020-1-77-20,10.32839,2304-5809,journal-article,Publishing House Young Scientist,Young Scientist,2020/2/14,0,LEARNING ENGLISH THROUGH INFORMATION TECHNOLOGY AT THE MEDICAL UNIVERSITY,3.8240283
10.22441/sinergi.2020.1.009,10.22441,2460-1217,journal-article,Universitas Mercu Buana,SINERGI,2020/2/16,0,THE EFFECT OF INFORMATION SYSTEM ON ACHIEVEMENT OF CONSTRUCTION PROJECT IN JABODETABEK REGION,3.8240283
10.1093/jaoac/59.3.724,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/58.1.168,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For your Information,5.2595572
10.1093/jaoac/59.2.374,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/59.4.945,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/59.1.229,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/58.2.303,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/53.4.880,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/55.2.335,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/58.6.1305,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/58.5.1080,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/53.5.1110,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/55.5.1154,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/58.4.860,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/55.3.667,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/53.2.371,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For your Information,5.2595572
10.1093/jaoac/53.3.651,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/55.1.229,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/55.6.1367,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.15863/tas.2020.01.81.29,10.15863,2308-4944,journal-article,International Academy of Theoretical and Applied Sciences,Theoretical & Applied Science,2020/2/17,0,DEVELOPMENT OF A INTEGRAL-SYSTEM CYCLE OF FORENSIC EXPERTISE.,3.8240283
10.15863/tas.2020.01.81.38,10.15863,2308-4944,journal-article,International Academy of Theoretical and Applied Sciences,Theoretical & Applied Science,2020/2/17,0,NONLINEAR VIBRATIONS OF A CURRENT-CARRYING ANISOTROPIC CYLINDRICAL SHELL IN A MAGNETIC FIELD.,4.561547
10.15863/tas.2020.01.81.49,10.15863,2308-4944,journal-article,International Academy of Theoretical and Applied Sciences,Theoretical & Applied Science,2020/2/17,0,SPECIFITY OF MODERN EDUCATION IN THE REPUBLIC OF UZBEKISTAN.,4.044722
10.1093/jaoac/61.2.308,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/61.1.219,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/61.3.757,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/61.4.1003,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/61.5.1312,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/61.6.1533,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For your Information,5.2595572
10.1093/jaoac/62.5.1193,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,4.8986945
10.1093/jaoac/62.2.327,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/63.1.149,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/63.3.679,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/64.1.231,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/64.3.775,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/64.2.343,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/64.5.1266,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/64.4.1030,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.1093/jaoac/64.6.1479,10.1093,0004-5756,journal-article,Oxford University Press (OUP),Journal of AOAC INTERNATIONAL,2020/3/19,0,For Your Information,5.2595572
10.5753/wei.2016.9661,10.5753,n/a,proceedings-article,Sociedade Brasileira de Computação - SBC,Anais do Workshop sobre Educação em Computação (WEI),2020/2/19,0,Information organization via computational thinking: case study in a primary school classroom,3.0544772
10.32477/jkb.v28i1.374,10.32477,2622-173X,journal-article,STIE Widya Wiwaha,Kajian Bisnis STIE Widya Wiwaha,2020/2/20,0,PENGARUH FINANCIAL LITERACY TERHADAP BUSINESS SUSTAINABILITY PADA UMKM DESA PANGGUNGHARJO,6.859384
